"ID","Subject","Message","Day","Month","Year","AddedBy","DateAdded","propertyCode"
356,"Rent Due","Just a reminder ",1,7,2008,"",2008-06-18 16:58:39,"602STW"
358,"4th of July","Happy 4th of July.  Have a safe and fun holiday!",4,7,2008,"",2008-06-18 17:00:25,"602STW"
359,"Pioneer Day","We will be open this day.",24,7,2008,"",2008-06-18 17:00:53,"602STW"
363,"Pest Control","Pest Control",4,6,2008,"",2008-06-23 13:09:24,"89VLP"
364,"Pest Control","Pest Control",11,6,2008,"",2008-06-23 13:09:41,"89VLP"
366,"Pest Control","Pest Control",25,6,2008,"",2008-06-23 13:13:34,"89VLP"
370,"Court Dates issued ","Court Dates issued",10,6,2008,"",2008-06-23 13:15:30,"89VLP"
371,"Late fees begin","Late fees begin",5,6,2008,"",2008-06-23 13:16:10,"89VLP"
373,"First Day of Summer","",21,6,2008,"",2008-06-23 14:03:58,"125LHA"
375,"","Rent Due",1,7,2008,"",2008-06-26 11:23:32,"86PHR"
378,"Rent Due","",1,7,2008,"",2008-06-26 11:25:00,"86PHR"
379,"Happy 4th Of July","",4,7,2008,"",2008-06-26 11:26:10,"86PHR"
380,"Free Pest Control","",7,7,2008,"",2008-06-26 11:26:48,"86PHR"
381,"Free Pest Control","",14,7,2008,"",2008-06-26 11:26:57,"86PHR"
383,"Free Pest Control","",28,7,2008,"",2008-06-26 11:27:11,"86PHR"
384,"Film on the Rocks","Shaun of the Dead @7
Red Rocks",30,6,2008,"",2008-06-28 14:50:45,"122SVS"
386,"Stone Temple Pilots","Red Rocks @ 7:30",2,7,2008,"",2008-06-28 14:51:47,"122SVS"
387,"Blues Traveler Live","Red Rocks @ 5",4,7,2008,"",2008-06-28 14:52:15,"122SVS"
389,"Film on the Rocks","40 Year Old Virgin @ 7",9,7,2008,"",2008-06-28 14:53:16,"122SVS"
391,"Foo Fighters Live","Red Rocks @ 7:30",14,7,2008,"",2008-06-28 14:54:02,"122SVS"
392,"Foo Fighters Live","Red Rocks @ 7:30",15,7,2008,"",2008-06-28 14:54:20,"122SVS"
393,"Film on the Rocks","Labyrinth @ 7",16,7,2008,"",2008-06-28 14:54:36,"122SVS"
394,"Steely Dan","Red Rocks @ 7:30",17,7,2008,"",2008-06-28 14:54:58,"122SVS"
396,"The Police","Red Rocks @ 7:30",21,7,2008,"",2008-06-28 14:55:42,"122SVS"
397,"The Police","Red Rocks @ 7:30",22,7,2008,"",2008-06-28 14:56:00,"122SVS"
398,"Film on the Rocks","The Breakfast Club @ 7",24,7,2008,"",2008-06-28 14:56:20,"122SVS"
400,"Carlos Mencia","Red Rocks @ 7:30",26,7,2008,"",2008-06-28 14:57:02,"122SVS"
401,"John Mellencamp","Red Rocks @ 7:30",27,7,2008,"",2008-06-28 14:57:25,"122SVS"
402,"Steve Miller Band","Red Rocks @ 7",31,7,2008,"",2008-06-28 14:57:44,"122SVS"
404,"Jazz in the Park","City Park @ 6",6,7,2008,"",2008-06-28 14:58:26,"122SVS"
405,"Jazz in the Park","City Park @ 6",20,7,2008,"",2008-06-28 14:58:43,"122SVS"
407,"Concerts in the Park","Confluence Park @ 6",10,7,2008,"",2008-06-28 14:59:39,"122SVS"
408,"Concerts in the Park","Confluence Park @ 6",17,7,2008,"",2008-06-28 14:59:55,"122SVS"
409,"Concerts in the Park","Confluence Park @ 6",24,7,2008,"",2008-06-28 15:00:14,"122SVS"
410,"Concerts in the Park","Confluence Park @ 6",31,7,2008,"",2008-06-28 15:00:32,"122SVS"
411,"Independence Day Celebration","Multipurpose Fields @ 6",4,7,2008,"",2008-06-28 15:01:25,"122SVS"
414,"Film on the Rocks","Zoolander
Red Rocks @ 7",18,8,2008,"",2008-06-28 15:03:50,"122SVS"
417,"Pool Party","resident pool party from 3-5pm!",15,7,2008,"",2008-07-09 11:46:15,"11GGR"
419,"PEST CONTROL","",2,7,2008,"",2008-07-11 15:36:45,"89VLP"
422,"PEST CONTROL","",23,7,2008,"",2008-07-11 15:37:18,"89VLP"
423,"PEST CONTROL","",30,7,2008,"",2008-07-11 15:37:29,"89VLP"
424,"PARTY @ CLUBHOUSE 10am -12pm","",26,7,2008,"",2008-07-11 15:42:15,"89VLP"
427,"RENT DUE!!!!","",1,7,2008,"",2008-07-11 15:44:56,"89VLP"
429,"EVICTIONS FILED","",10,7,2008,"",2008-07-11 15:45:23,"89VLP"
434,"Lease Renewal Brunch","10:00 - 12:00",17,8,2008,"",2008-07-17 16:10:35,"158LME"
446,"Free Pest Control","",11,8,2008,"",2008-07-25 11:43:09,"86PHR"
452,"PEST CONTROL","PEST CONTROL",6,8,2008,"",2008-08-04 13:27:10,"89VLP"
457,"5 DAY NOTICES GO OUT","5 DAY NOTICES GO OUT",5,8,2008,"",2008-08-04 13:38:39,"89VLP"
458,"EVICTIONS FILED","EVICTIONS FILED",11,8,2008,"",2008-08-04 13:39:04,"89VLP"
461,"Rent is due","Rent is due today to avoid late fees.",3,8,2008,"",2008-08-06 10:51:11,"116BLF"
465,"Pest Control","Call ahead to schedule.",6,8,2008,"",2008-08-09 11:21:01,"113RFA"
466,"Pest Control","Call ahead to schedule.",13,8,2008,"",2008-08-09 11:21:15,"113RFA"
467,"Pest Control","Call ahead to schedule.",20,8,2008,"",2008-08-09 11:21:27,"113RFA"
468,"Pest Control","Call ahead to schedule.",27,8,2008,"",2008-08-09 11:21:40,"113RFA"
471,"Rent is due.","",1,9,2008,"",2008-08-15 13:15:46,"132MRN"
472,"Rent is late.","",4,9,2008,"",2008-08-15 13:16:43,"132MRN"
473,"","",25,8,2008,"",2008-08-15 13:19:16,"132MRN"
476,"Early Bird Renewals - Gas Card Drawing Deadline","",15,8,2008,"",2008-08-15 13:22:28,"132MRN"
477,"Labor Day","Office Closed",1,9,2008,"",2008-08-21 08:17:15,"131STV"
481,"","Rent Due",1,9,2008,"",2008-08-21 13:51:46,"129OAS"
482,"","Rent is late",4,9,2008,"",2008-08-21 13:51:59,"129OAS"
483,"","Happy Halloween",31,10,2008,"",2008-08-21 13:53:25,"129OAS"
485,"","RENT IS LATE",4,10,2008,"",2008-08-21 13:53:48,"129OAS"
487,"","RENT IS DUE",1,11,2008,"",2008-08-21 13:54:12,"129OAS"
490,"","RENT IS LATE",4,12,2008,"",2008-08-21 13:54:35,"129OAS"
491,"","HAPPY NEWS YEAR EVE",31,12,2008,"",2008-08-21 13:54:51,"129OAS"
492,"","HAPPY NEW YEAR
RENT IS DUE",1,1,2009,"",2008-08-21 13:55:07,"129OAS"
493,"","RENT IS LATE",4,1,2009,"",2008-08-21 13:55:14,"129OAS"
495,"","Free day at the Denver Zoo",18,10,2008,"",2008-08-22 10:45:43,"129OAS"
498,"","First Day of Fall",22,9,2008,"",2008-08-22 10:46:59,"129OAS"
500,"","Pearl Harbor Remembrance Day",7,12,2008,"",2008-08-22 10:48:37,"129OAS"
502,"","Chinese New Year!",26,1,2009,"",2008-08-22 10:50:10,"129OAS"
506,"","First Day of Winter",21,12,2008,"",2008-08-22 10:55:57,"129OAS"
508,"VOTING IN OFFICE 5am-7pm","",2,9,2008,"",2008-09-01 12:45:58,"89VLP"
511,"PEST CONTROL","",23,9,2008,"",2008-09-01 12:45:27,"89VLP"
512,"PEST CONTROL","",30,9,2008,"",2008-09-01 12:46:08,"89VLP"
515,"EVICTIONS FILED","",10,9,2008,"",2008-09-01 12:46:58,"89VLP"
521,"Halloween Fun!","Costume Judging Contest 2-6pm in the office.",31,10,2008,"",2008-09-05 16:03:34,"93TDS"
522,"Labor Day","(Office Closed)",1,9,2008,"",2008-09-09 21:11:18,"76LMA"
523,"Do not forget to pay your rent","",3,9,2008,"",2008-09-09 21:12:57,"76LMA"
524,"Do not forget to pay your rent","",3,10,2008,"",2008-09-09 21:13:12,"76LMA"
525,"Do not forget to pay your rent","",3,11,2008,"",2008-09-09 21:13:24,"76LMA"
527,"Rent is Due","",1,9,2008,"",2008-09-09 21:13:53,"76LMA"
528,"Rent is Due","",1,10,2008,"",2008-09-09 21:14:01,"76LMA"
529,"Rent is Due","",1,11,2008,"",2008-09-09 21:14:10,"76LMA"
531,"Patriot Day","",11,9,2008,"",2008-09-09 21:14:35,"76LMA"
365,"Pest Control","Pest Control",18,6,2008,"",2008-06-23 13:12:15,"89VLP"
367,"Rent due tomorrow","Rent Due Tomorrow",30,6,2008,"",2008-06-23 13:13:51,"89VLP"
372,"Locator Luncheon","Please join us for our first Locator Luncheon.",19,6,2008,"",2008-06-23 14:03:27,"125LHA"
374,"Fourth of July","Shortened office hours.",4,7,2008,"",2008-06-23 14:06:15,"125LHA"
426,"Fire Extinguisher Inspection 8am - 5pm","",22,7,2008,"",2008-07-11 15:44:45,"89VLP"
447,"Free Pest Control","",18,8,2008,"",2008-07-25 11:43:20,"86PHR"
474,"Early Bird Gas Card Drawing Deadline","",25,8,2008,"",2008-08-15 13:19:39,"132MRN"
513,"LABOR DAY ","",1,9,2008,"",2008-09-01 12:46:32,"89VLP"
519,"Chilli Cook Off!","",19,9,2008,"",2008-09-03 10:15:18,"132MRN"
532,"1st Day of Autumn","",22,9,2008,"",2008-09-09 21:14:47,"76LMA"
534,"","Donation Drive!
Clothing Week",1,9,2008,"",2008-09-10 10:12:00,"53RBA"
536,"Clothing Donation Week","",6,9,2008,"",2008-09-10 10:15:15,"53RBA"
538,"House Hold Items week","",13,9,2008,"",2008-09-10 10:15:54,"53RBA"
540,"Sentsy Candle Party 2 Pm- 4pm","",20,9,2008,"",2008-09-10 10:17:04,"53RBA"
543,"Last day for homeless donations","",27,9,2008,"",2008-09-10 10:18:17,"53RBA"
552,"Rent is due!","",1,10,2008,"",2008-10-01 12:58:15,"132MRN"
553,"Late fee is charged.","",4,10,2008,"",2008-10-01 12:58:29,"132MRN"
558,"PEST CONTROL","",7,10,2008,"",2008-10-06 12:03:16,"89VLP"
562,"RESIDENT PARTY 11-2pm","",25,10,2008,"",2008-10-06 12:04:10,"89VLP"
563,"RENT DUE","",1,10,2008,"",2008-10-06 12:04:25,"89VLP"
565,"5 DAY NOTICES GO OUT","",5,10,2008,"",2008-10-06 12:04:56,"89VLP"
566,"COURT DATES FILED","",10,10,2008,"",2008-10-06 12:05:07,"89VLP"
567,"EVICTION COURT","",16,10,2008,"",2008-10-06 12:05:23,"89VLP"
568,"EVICTION LOCK OUTS","",22,10,2008,"",2008-10-06 12:05:36,"89VLP"
570,"Last Day to Pay Rent","",3,10,2008,"",2008-10-08 12:40:56,"77LAK"
571,"Late Fees Apply","",4,10,2008,"",2008-10-08 12:41:14,"77LAK"
578,"Columbus Day","",13,10,2008,"",2008-10-08 12:45:39,"76LMA"
579,"Layton City Halloween Bash","visit www.laytoncity.org for details",24,10,2008,"",2008-10-08 12:46:24,"76LMA"
582,"Halloween","Trick or Treating at Leasing Office",31,10,2008,"",2008-10-08 12:47:56,"76LMA"
589,"Food Drive Starts","Bring items to be donated to Leasing Office",27,10,2008,"",2008-10-08 12:53:30,"76LMA"
591,"Food Drive Ends","Last day to bring donations to leasing office",14,11,2008,"",2008-10-08 12:54:31,"76LMA"
593,"Preventive Maintenance #618","",15,10,2008,"",2008-10-08 13:00:20,"76LMA"
595,"Preventive Maintenance #598","",17,10,2008,"",2008-10-08 13:00:50,"76LMA"
598,"Preventive Maintenance #496","",23,10,2008,"",2008-10-08 13:01:15,"76LMA"
601,"Preventive Maintenance #538","",29,10,2008,"",2008-10-08 13:01:54,"76LMA"
602,"Preventive Maintenance #552","",30,10,2008,"",2008-10-08 13:02:01,"76LMA"
605,"Preventive Maintenance #530-538","",13,11,2008,"",2008-10-31 17:31:37,"76LMA"
606,"Preventive Maintenance #552-560","",18,11,2008,"",2008-10-31 17:33:03,"76LMA"
612,"Happy Thanksgiving (Office Closed)","",27,11,2008,"",2008-10-14 11:20:44,"27SCW"
613,"Last day to pay rent with out LateFees!","",3,11,2008,"",2008-10-14 11:21:08,"27SCW"
614,"Merry Christmas (Office Closed)","",25,12,2008,"",2008-10-14 11:21:57,"27SCW"
616,"35th Anniversary With Barnes & Noble","",1,10,2008,"",2008-10-14 16:35:07,"122SVS"
617,"Benni Benassi Perfomance","",2,10,2008,"",2008-10-14 16:35:18,"122SVS"
618,"First Day of Halloween Haunted Houses","",3,10,2008,"",2008-10-14 16:36:25,"122SVS"
621,"Haunted Houses","",4,10,2008,"",2008-10-14 16:37:12,"122SVS"
623,"Weezer Concert","",5,10,2008,"",2008-10-14 16:37:37,"122SVS"
625,"Blingo Bingo W/Fashion Event","",6,10,2008,"",2008-10-14 16:37:59,"122SVS"
626,"Clutch Concert","",6,10,2008,"",2008-10-14 16:38:10,"122SVS"
628,"The Stnng Concert","",7,10,2008,"",2008-10-14 16:38:29,"122SVS"
629,"Haunted House","",8,10,2008,"",2008-10-14 16:38:39,"122SVS"
634,"Cleo Robinson Dance School","",10,10,2008,"",2008-10-14 16:39:33,"122SVS"
636,"Pumkin Patch and Mazes","",11,10,2008,"",2008-10-14 16:39:58,"122SVS"
639,"Colorado Chamber Chamber Music Society","",12,10,2008,"",2008-10-14 16:40:37,"122SVS"
640,"Denver Theatre Sports","",13,10,2008,"",2008-10-14 16:40:47,"122SVS"
641,"Haunted House","",13,10,2008,"",2008-10-14 16:40:56,"122SVS"
643,"Blue Grass Jam Concert","",14,10,2008,"",2008-10-14 16:41:28,"122SVS"
644,"Dynamix Teen Vocal Ensamble","",14,10,2008,"",2008-10-14 16:41:38,"122SVS"
646,"American Vernacular Dance","",15,10,2008,"",2008-10-14 16:42:02,"122SVS"
648,"Country Western Dance Classes","",16,10,2008,"",2008-10-14 16:42:24,"122SVS"
649,"Haunted House","",16,10,2008,"",2008-10-14 16:42:34,"122SVS"
653,"Bob Saget Comedy Show","",18,10,2008,"",2008-10-14 16:43:44,"122SVS"
654,"CU vs. Kansas Game","",18,10,2008,"",2008-10-14 16:44:01,"122SVS"
655,"Haunted House","",18,10,2008,"",2008-10-14 16:44:16,"122SVS"
659,"The Bop Kings Blues Concert","",19,10,2008,"",2008-10-14 16:46:07,"122SVS"
660,"Haunted House","",20,10,2008,"",2008-10-14 16:46:20,"122SVS"
661,"Chamber Players 15th Anniv. Concert","",20,10,2008,"",2008-10-14 16:46:30,"122SVS"
663,"Maylene and The Sons Of Dis. Concery","",21,10,2008,"",2008-10-14 16:46:50,"122SVS"
664,"Zoroaster Concert","",21,10,2008,"",2008-10-14 16:47:09,"122SVS"
665,"Rocky Mtn. Cancer Center","",22,10,2008,"",2008-10-14 16:47:27,"122SVS"
666,"Haunted House","",22,10,2008,"",2008-10-14 16:47:37,"122SVS"
667,"Impulse Theatre","",23,10,2008,"",2008-10-14 16:47:50,"122SVS"
669,"Haunted House","",23,10,2008,"",2008-10-14 16:48:10,"122SVS"
670,"Mark Chestnut Concert","",24,10,2008,"",2008-10-14 16:48:25,"122SVS"
672,"Jimmy Falon Comedy Show","",24,10,2008,"",2008-10-14 16:48:45,"122SVS"
675,"Colorado Rapids vs. Real Salt Lake","",25,10,2008,"",2008-10-14 16:49:15,"122SVS"
676,"Haunted House","",25,10,2008,"",2008-10-14 16:49:26,"122SVS"
677,"Greensky Bluegrass Concert","",26,10,2008,"",2008-10-14 16:49:49,"122SVS"
678,"Mile High Harmonica Club","",26,10,2008,"",2008-10-14 16:50:01,"122SVS"
679,"Asylum Haunted House","",27,10,2008,"",2008-10-14 16:50:12,"122SVS"
680,"Anderson Farms Harvest Fest","",27,10,2008,"",2008-10-14 16:50:21,"122SVS"
682,"Colorado St. Capital Tours","",28,10,2008,"",2008-10-14 16:50:56,"122SVS"
684,"Talent Night Comedies","",28,10,2008,"",2008-10-14 16:51:16,"122SVS"
686,"13th Floor Haunted House","",29,10,2008,"",2008-10-14 16:51:40,"122SVS"
687,"Boulder Farmers Market","",29,10,2008,"",2008-10-14 16:51:58,"122SVS"
688,"Dotsero Concert","",29,10,2008,"",2008-10-14 16:52:07,"122SVS"
691,"Impulse Comedy Show","",30,10,2008,"",2008-10-14 16:52:41,"122SVS"
692,"Haunted House/Elitch Gardens ","",31,10,2008,"",2008-10-14 16:52:53,"122SVS"
693,"Pizza and Scary Movie Night 7:00p.m","",23,10,2008,"",2008-10-14 16:54:06,"77LAK"
697,"Anti Drug Parent Meeting","",8,10,2008,"",2008-10-14 16:55:36,"77LAK"
698,"Fall Recess (No School)","",16,10,2008,"",2008-10-14 16:56:03,"77LAK"
699,"Fall Recess (No School)","",17,10,2008,"",2008-10-14 16:56:10,"77LAK"
700,"Volleyball @ Murray High School","",24,10,2008,"",2008-10-14 16:56:26,"77LAK"
701,"Volleyball @ Murray High School","",25,10,2008,"",2008-10-14 16:56:35,"77LAK"
702,"Volleyball @ Murray High School","",28,10,2008,"",2008-10-14 16:56:45,"77LAK"
703,"Food Drive Ends at Miller Estates","",11,10,2008,"",2008-10-14 16:57:18,"77LAK"
705,"Football @ Murray High School","",3,10,2008,"",2008-10-14 16:59:06,"77LAK"
368,"5 day notices ","5 Day Notices go out/Late fees begin",5,6,2008,"",2008-06-23 13:16:26,"89VLP"
369,"","Court Dates issued",10,6,2008,"",2008-06-23 13:14:58,"89VLP"
382,"Free Pest Control","",21,7,2008,"",2008-06-26 11:27:04,"86PHR"
418,"rent is now late","",5,7,2008,"",2008-07-09 11:46:30,"11GGR"
420,"PEST CONTROL","",9,7,2008,"",2008-07-11 15:36:57,"89VLP"
433,"Lease Renewal Brunch","10:00 - 12:00",20,7,2008,"",2008-07-17 16:09:52,"158LME"
437,"Pioneer Day","",24,7,2008,"",2008-07-18 11:05:44,"03HWD"
444,"Rent Due!! ","",1,8,2008,"",2008-07-25 11:27:05,"86PHR"
445,"Free Pest Control","",4,8,2008,"",2008-07-25 11:43:02,"86PHR"
449,"School Starts For Sirrine Elementary","for more information please call 480-472-3600",11,8,2008,"",2008-07-25 11:44:55,"86PHR"
451,"RENT DUE","RENT DUE",1,8,2008,"",2008-08-04 13:26:55,"89VLP"
453,"PEST CONTROL","PEST CONTROL",13,8,2008,"",2008-08-04 13:27:22,"89VLP"
455,"PEST CONTROL","PEST CONTROL",27,8,2008,"",2008-08-04 13:27:49,"89VLP"
456,"RENT DUE TOMORROW","RENT DUE TOMORROW",31,8,2008,"",2008-08-04 13:31:08,"89VLP"
459,"COURT DATES ISSUED","",15,8,2008,"",2008-08-04 13:39:22,"89VLP"
463,"POOL PARTY","",23,8,2008,"",2008-08-08 11:37:39,"133ASP"
510,"PEST CONTROL","",16,9,2008,"",2008-09-01 12:45:15,"89VLP"
514,"LATES FEES BEGIN","",5,9,2008,"",2008-09-01 12:46:45,"89VLP"
526,"Do not forget to pay your rent","",3,12,2008,"",2008-09-09 21:13:31,"76LMA"
530,"Rent is Due","",1,12,2008,"",2008-09-09 21:14:19,"76LMA"
706,"Football @ Murray High School","",15,10,2008,"",2008-10-14 16:59:25,"77LAK"
710,"Heroes Assembly 7:15 am @ Hillcrest Jr","",30,10,2008,"",2008-10-14 17:01:47,"77LAK"
711,"Murray High School Sophmore Stomp","",24,10,2008,"",2008-10-14 17:02:38,"77LAK"
712,"Homecoming Tailgate Party @ MHS","",3,10,2008,"",2008-10-14 17:03:24,"77LAK"
715,"Halloween Parade @ Parkside Elem.","",30,10,2008,"",2008-10-14 17:06:39,"77LAK"
721,"Thanksgiving","",27,11,2008,"",2008-10-20 10:56:59,"113RFA"
727,"FOOD DRIVE","See office for details!",18,11,2008,"",2008-10-20 11:00:45,"113RFA"
746,"Pinochle 1pm","",30,10,2008,"",2008-10-24 10:31:13,"06COV"
748,"Exercise 8am","",29,10,2008,"",2008-10-24 10:31:52,"06COV"
760,"Time Change Fall Back 1 Hour","",2,11,2008,"",2008-10-24 10:35:26,"06COV"
768,"Ceramics 2pm","",5,11,2008,"",2008-10-24 10:37:03,"06COV"
772,"Movie Night 6:30pm - Leatherheads","",7,11,2008,"",2008-10-24 10:38:17,"06COV"
776,"Ask A Nurse 1:30-2:30pm","",11,11,2008,"",2008-10-24 10:39:10,"06COV"
777,"Game Night 6:30pm","",11,11,2008,"",2008-10-24 10:39:21,"06COV"
779,"Massage Therapist 11am","",12,11,2008,"",2008-10-24 10:39:47,"06COV"
780,"Ceramics 2pm","",12,11,2008,"",2008-10-24 10:39:56,"06COV"
781,"Pinochle 1pm","",13,11,2008,"",2008-10-24 10:40:31,"06COV"
782,"Exercise 8am","",14,11,2008,"",2008-10-24 10:40:42,"06COV"
783,"Breakfast 9:30am","",15,11,2008,"",2008-10-24 10:41:18,"06COV"
784,"Exercise 8am","",17,11,2008,"",2008-10-24 10:41:31,"06COV"
785,"Bingo 2pm","",17,11,2008,"",2008-10-24 10:42:14,"06COV"
786,"Benifit Dinner","Texas Roadhouse Benefit Dinner for Michelle Fink",30,10,2008,"",2008-10-27 12:02:08,"120RGA"
787,"Rent is Due","",1,11,2008,"",2008-10-27 12:24:01,"120RGA"
792,"Happy Halloween","",31,10,2008,"",2008-10-28 16:55:46,"49VMV"
793,"Happy Thanksgiving","Our office will be closed",27,11,2008,"",2008-10-28 16:56:45,"49VMV"
794,"Last day to pay rent","To aviod late charges",5,11,2008,"",2008-10-28 16:57:29,"49VMV"
796,"New office Hours start ","M-F 8:00am to 5:00 pm
Weekends 9:00 to 5:00 pm",3,11,2008,"",2008-10-28 16:59:29,"49VMV"
797,"Rent Due","",1,10,2008,"",2008-10-29 05:59:57,"91WSV"
799,"Halloween","",31,10,2008,"",2008-10-29 06:00:22,"91WSV"
801,"Rent is DUE","",1,11,2008,"",2008-10-29 10:29:50,"605SME"
802,"Late Fee Applied","",6,11,2008,"",2008-10-29 10:30:02,"605SME"
805,"Coloring Contest","",17,11,2008,"",2008-10-29 10:33:07,"605SME"
807,"...Candy Jar Guess...","",3,11,2008,"",2008-10-29 10:34:09,"605SME"
808,"Food & Clothing DRIVE","",10,11,2008,"",2008-10-29 10:34:24,"605SME"
809,"Food & Clothing DRIVE","",11,11,2008,"",2008-10-29 10:34:46,"605SME"
812,"Food & Clothing DRIVE","",14,11,2008,"",2008-10-29 10:35:23,"605SME"
813,"Food & Clothing DRIVE","",15,11,2008,"",2008-10-29 10:35:33,"605SME"
821,"Rent is now Late Late fees will apply!","",4,12,2008,"",2008-10-30 11:01:17,"120RGA"
822,"Christmas-office is Closed","",25,12,2008,"",2008-10-30 11:02:37,"120RGA"
823,"Halloween!","",31,10,2008,"",2008-10-30 11:03:57,"120RGA"
826,"Christmas","",25,12,2008,"",2008-10-30 11:50:02,"55DCA"
827,"Christmas Eve","",24,12,2008,"",2008-10-30 11:50:13,"55DCA"
828,"New Years Eve","",31,12,2008,"",2008-10-30 11:50:49,"55DCA"
829,"Rent Is Due","",1,12,2008,"",2008-10-30 16:48:44,"123VNH"
833,"Hanukkah Begins","",21,12,2008,"",2008-10-30 16:49:56,"123VNH"
835,"","Halloween trick or treating @ office",31,10,2008,"",2008-10-31 09:30:27,"30SBA"
840,"Coloring Contest Starts","Come get your picture for our coloring contest",8,11,2008,"",2008-10-31 11:04:10,"76LMA"
844,"Food Drive Starts","Layton Meadows Food Drive Starts",4,11,2008,"",2008-10-31 11:06:21,"76LMA"
845,"Veterans Day","",11,11,2008,"",2008-10-31 11:06:35,"76LMA"
847,"Food Drive Ends","Last day to turn in food for food drive",24,11,2008,"",2008-10-31 17:20:35,"76LMA"
849,"Football State Playoffs","",21,11,2008,"",2008-10-31 12:47:15,"76LMA"
850,"Wrestling at NHS","",26,11,2008,"",2008-10-31 12:47:47,"76LMA"
851,"Football Semi-Finals","",13,11,2008,"",2008-10-31 12:48:46,"76LMA"
853,"Rent Late","",4,11,2008,"",2008-10-31 15:56:10,"108STC"
857,"Thanksgiving!","",27,11,2008,"",2008-10-31 16:03:03,"108STC"
856,"","",27,11,2008,"",2008-10-31 16:00:00,"108STC"
858,"","Office Closed

Happy Thanksgiving",27,11,2008,"",2008-10-31 16:43:32,"98SWT"
861,"Preventive Maintenance #610-618","",21,11,2008,"",2008-10-31 17:37:09,"76LMA"
863,"Thanksgiving","",27,11,2008,"",2008-11-02 16:28:04,"122SVS"
864,"Niver Creek @ TMS (Girls BBall)","",3,11,2008,"",2008-11-02 16:29:30,"122SVS"
867,"Rocky Top @ TMS (Boys Wrestling)","",12,11,2008,"",2008-11-02 16:31:10,"122SVS"
869,"Silver Hills @ TMS (Boys Wrestling)","",19,11,2008,"",2008-11-02 16:31:57,"122SVS"
880,"Happy Thanksgiving!","",27,11,2008,"",2008-11-03 13:22:56,"40EC1"
882,"Canned Food Drive","",18,11,2008,"",2008-11-03 13:24:40,"40EC1"
883,"Canned Food Drive","",19,11,2008,"",2008-11-03 13:24:46,"40EC1"
884,"Canned Food Drive","",20,11,2008,"",2008-11-03 13:24:51,"40EC1"
885,"Canned Food Drive","",21,11,2008,"",2008-11-03 13:24:57,"40EC1"
886,"Toy Drive ","",15,12,2008,"",2008-11-03 13:25:17,"40EC1"
887,"Toy Drive ","",16,12,2008,"",2008-11-03 13:25:25,"40EC1"
889,"Toy Drive ","",18,12,2008,"",2008-11-03 13:25:37,"40EC1"
890,"Toy Drive ","",19,12,2008,"",2008-11-03 13:25:41,"40EC1"
894,"PEST CONTROL","",18,11,2008,"",2008-11-03 14:17:03,"89VLP"
895,"PEST CONTROL","",25,11,2008,"",2008-11-03 14:17:16,"89VLP"
896,"RENT DUE","",1,11,2008,"",2008-11-03 14:17:30,"89VLP"
900,"RESIDENT PARTY 11 - 2pm","",22,11,2008,"",2008-11-03 14:18:59,"89VLP"
903,"COURT DATES FILED","",14,11,2008,"",2008-11-03 14:22:19,"89VLP"
904,"","PEST CONTROL",4,11,2008,"",2008-11-03 14:27:40,"89VLP"
905,"VOTING IN OFFICE 6am - 7pm","",4,11,2008,"",2008-11-03 14:28:33,"89VLP"
907,"Drive By Breakfast at 5:00 AM","",18,11,2008,"",2008-11-03 17:42:13,"123VNH"
909,"Rent is Due","",1,11,2008,"",2008-11-03 17:42:39,"123VNH"
910,"Last Day to pay rent","",3,11,2008,"",2008-11-03 17:42:50,"123VNH"
385,"Unity Tour: 311 & Snoop Dogg","Red Rocks @ 7",1,7,2008,"",2008-06-28 14:51:20,"122SVS"
388,"Symphony on the Rocks","Red Rocks @ 7:30",5,7,2008,"",2008-06-28 14:52:42,"122SVS"
390,"Boston and Styx","Red Rocks @ 8",13,7,2008,"",2008-06-28 14:53:40,"122SVS"
395,"Global Dance Festival","Red Rocks @ 5",19,7,2008,"",2008-06-28 14:55:23,"122SVS"
399,"ABBA-The Concert","Red Rocks @ 8",25,7,2008,"",2008-06-28 14:56:42,"122SVS"
403,"Jazz in the Park","City Park @ 6",13,7,2008,"",2008-06-28 14:58:11,"122SVS"
412,"Film on the Rocks","Blade Runner: Final Cut @ 7",1,8,2008,"",2008-06-28 15:02:47,"122SVS"
479,"EVICTIONS FILED","",8,9,2008,"",2008-08-21 08:17:29,"131STV"
484,"","RENT IS DUE",1,10,2008,"",2008-08-21 13:53:38,"129OAS"
488,"","RENT IS LATE",4,11,2008,"",2008-08-21 13:54:19,"129OAS"
499,"","National Boss Day",16,10,2008,"",2008-08-22 10:47:34,"129OAS"
504,"","Groundhog Day",2,2,2009,"",2008-08-22 10:50:45,"129OAS"
505,"","Valentines Day",14,2,2009,"",2008-08-22 10:51:01,"129OAS"
535,"Homeless Donation Drive","",1,9,2008,"",2008-09-10 10:14:49,"53RBA"
541,"Homeless Donation Drive","",22,9,2008,"",2008-09-10 10:17:22,"53RBA"
542,"Pizza Party at the office 4-6 PM","",24,9,2008,"",2008-09-10 10:17:45,"53RBA"
544,"Pool Closing","",12,9,2008,"",2008-09-10 10:18:33,"53RBA"
554,"Halloween Party!!","",24,10,2008,"",2008-10-01 12:58:45,"132MRN"
557,"Deadline for Early Bird Renewals!!","Gas Card Drawing!",15,10,2008,"",2008-10-01 13:01:19,"132MRN"
