"ID","propertyCode","apartmentGuide","rent","forRent","apartments","rentals","apartmenthomeliving","apartmentsearch","amcapartments","move","mynewplace"
164,"129OAS","http://www.apartmentguide.com/apartments/Colorado/Aurora/Oasis-on-the-Highline/82629/","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/aurora/oasis-on-the-highline/468330/?sp=1&amp;searchrank=1","","","","","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=127919&amp;complex=Oasis%20on%20the%20Highline","http://www.oasisonthehighlineapts.com","",""
165,"131STV","http://www.apartmentguide.com/apartments/Colorado/Denver/The-Artisan/6685/","","","","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.103&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=194328","","http://www.theartisanapts.net","","http://www.mynewplace.com/apartment/stone-creek-village-denver-co-200905253344"
166,"132MRN","http://www.apartmentguide.com/apartments/Colorado/Lakewood/Mountain-Run/24635/","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/lakewood/mountain-run/8910/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1002308.php","http://www.apartments.com/mountainrun","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.97&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=195132","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=126817&amp;complex=Mountain%20Run%20Apartments","http://www.mountainrunapts.com     ","",""
167,"135CIT","","http://www.rent.com/rentals/colorado/colorado-springs-and-vicinity/colorado-springs/citadel-village/10593/?sp=1&amp;searchrank=1","","","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=45301","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=184384&amp;complex=Citadel%20Village","http://www.citadelvillageapts.com  ","",""
168,"136VEA","http://www.apartmentguide.com/apartments/Colorado/Colorado-Springs/Village-East/13177/","http://www.rent.com/rentals/colorado/colorado-springs-and-vicinity/colorado-springs/village-east/10688/?sp=1&amp;searchrank=1","","","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=74259","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=184370&amp;complex=Village%20East%20Apartments","http://www.villageeastapts.com","",""
169,"141LCR","","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/denver/gateway/lakecrest-at-gateway-park/679042/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/999903330.php","http://www.apartments.com/lakecrest","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=25139","","http://www.lakecrestapts.com","http://www.move.com/apartments/listing/C720140",""
170,"14FAR","http://www.apartmentguide.com/apartments/California/Sacramento/Fair-Lake-Apartments/13859/","http://www.rent.com/rentals/california/sacramento-and-vicinity/sacramento/fairlake-apartments/426406/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1007087.php","","","","","http://www.fairlakeamc.com","",""
171,"150ELC","","","","","","","","","",""
172,"151ROY","","http://www.rent.com/rentals/nevada/reno-and-vicinity/carson-city/royal-vista/931757/?sp=1&amp;searchrank=1","","","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=152795","","http://www.royalvistaapts.com/","",""
173,"152HCA","","","","","","","","","",""
174,"157RET","","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/east-las-vegas/the-retreat/21190/?sp=1&amp;searchrank=1","","","","","","http://www.theretreatapts.com","",""
62,"94GWA","http://www.apartmentguide.com/apartments/Arizona/Mesa/Gentrys-Walk/23961/","http://www.rent.com/rentals/arizona/phoenix-scottsdale-and-vicinity/mesa/gentrys-walk/461652/?sp=1&amp;searchrank=6","","http://www.apartments.com/gentryswalkaz","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com239619E5A2255-3f61-4c89-A1ca-02389d52c1a4fc303b53-7616-4e03-9d8d-53122283a741","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.46&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189553&amp;ahls=l_s_2491389_40","","http://www.gentryswalkapts.com","http://www.move.com/apartments/listing/C712638",""
63,"96LWB","http://www.apartmentguide.com/apartments/Arizona/Tempe/Lakefront-At-West-Bay/1228/","http://www.rent.com/rentals/arizona/phoenix-scottsdale-and-vicinity/tempe/lakefront-at-west-bay/464546/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1006371.php","http://www.apartments.com/lakefrontatwestbay","","","","http://www.lakefrontamc.com","",""
64,"86PHR","http://www.apartmentguide.com/senior/Arizona/Chandler/Pheasant-Run/57893/","http://www.rent.com/rentals/arizona/phoenix-scottsdale-and-vicinity/chandler/pheasant-run/444512/?sp=1&amp;searchrank=1","","http://www.apartments.com/pheasantrunapts","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com10759E5A2255-3f61-4c89-A1ca-02389d52c1a488d99d0f-Ad0e-472e-9a6a-355608f952aE","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.120&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=195268&amp;ahls=l_s_2491389_53","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=5225&amp;complex=Pheasant%20Run","http://www.pheasantrunamc.com","http://www.move.com/apartments/listing/C710964",""
65,"98SWT","http://www.apartmentguide.com/apartments/Arizona/Phoenix/Southwest-Village/1054/","http://www.rent.com/rentals/arizona/phoenix-scottsdale-and-vicinity/phoenix/south-phoenix/southwest-village-apartments/426081/?sp=1&amp;searchrank=6","http://www.forrent.com/apartment-community-profile/1006264.php","http://www.apartments.com/southwestvillageaz","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.56&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189560&amp;ahls=l_s_2491389_16","","http://www.southwestvillageapts.com","",""
66,"93TDS","http://www.apartmentguide.com/apartments/Arizona/Mesa/Tierra-Del-Sol/14256/","http://www.rent.com/rentals/arizona/phoenix-scottsdale-and-vicinity/mesa/tierra-del-sol/430789/?sp=1&amp;searchrank=6","","http://www.apartments.com/tierradelsol","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com142569E5A2255-3f61-4c89-A1ca-02389d52c1a4fc303b53-7616-4e03-9d8d-53122283a741","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.47&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189554&amp;ahls=l_s_2491389_9","","http://www.tierradelsolamc.com","http://www.move.com/apartments/listing/C712475",""
67,"88WDM","http://www.apartmentguide.com/apartments/Arizona/Mesa/Windemere/29902/","http://www.rent.com/rentals/arizona/phoenix-scottsdale-and-vicinity/mesa/gentrys-walk/461652/?sp=1&amp;searchrank=6","","http://www.apartments.com/windemereaz","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com299029E5A2255-3f61-4c89-A1ca-02389d52c1a4fc303b53-7616-4e03-9d8d-53122283a741","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.64&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189567&amp;ahls=l_s_2491389_35","","http://www.windemereamc.com","http://www.move.com/apartments/listing/C712643",""
68,"91WSV","http://www.apartmentguide.com/apartments/Arizona/Mesa/Woodstream-Village/4737/","http://www.rent.com/rentals/arizona/phoenix-scottsdale-and-vicinity/mesa/waterford-place/504550/?sp=1&amp;searchrank=10","","http://www.apartments.com/woodstreamvillageaz","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com47379E5A2255-3f61-4c89-A1ca-02389d52c1a4fc303b53-7616-4e03-9d8d-53122283a741","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.95&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189596&amp;ahls=l_s_2491389_1","","http://www.woodstreamvillageapartments.com","",""
69,"18CVA","","http://www.rent.com/rentals/california/orange-county/tustin/chatham-village/507836/?sp=1&amp;searchrank=1","","http://www.apartments.com/chathamvillage","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=44385","","http://www.chathamvillageapts.com","",""
70,"406COR","http://www.apartmentguide.com/apartments/California/Lancaster/Cordova-Park/16388/","http://www.rent.com/rentals/california/los-angeles-and-vicinity/lancaster/cordova-park-apartments/456454/?sp=1&amp;searchrank=1","","http://www.apartments.com/cordovapark","","","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=189765&amp;complex=Cordova%20Park","http://www.cordovaparkapartments.com ","",""
71,"407GRA","http://www.apartmentguide.com/apartments/California/Lancaster/Granada-Villas/51389/","http://www.rent.com/rentals/california/los-angeles-and-vicinity/lancaster/granada-villas-apartments/508108/?sp=1&amp;searchrank=1","","http://www.apartments.com/granadavillas","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.115&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=194967","","http://www.granadavillasapts.com  ","",""
72,"60HTA","","http://www.rent.com/rentals/california/san-diego-and-vicinity/lemon-grove/hillside-terrace/488612/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1021280.php","http://www.apartments.com/hillsideterracelemongrove","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.22&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=197481","","http://www.hillsideterraceapts.com","",""
79,"411FTN","http://www.apartmentguide.com/apartments/California/Palmdale/The-Fountains-At-Palmdale/6177/","http://www.rent.com/rentals/california/los-angeles-and-vicinity/palmdale/the-fountains-at-palmdale/437998/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1004637.php","http://www.apartments.com/fountainsatpalmdale","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.117&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=194969","","http://www.thefountainsapts.com","","http://www.mynewplace.com/apartment/the-fountains-at-palmdale-palmdale-ca-7k0413911091"
80,"21SPG","","http://www.rent.com/rentals/california/fresno-and-vicinity/fresno/the-springs/435566/?sp=1&amp;searchrank=1","","http://www.apartments.com/thespringsfresno","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.5&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189555","","http://www.springsapts.com","",""
81,"65SPD","http://www.apartmentguide.com/apartments/California/Dublin/The-Springs-of-Dublin/24251/","","","http://www.apartments.com/the-springs","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.37&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189544","","http://www.springsdublinapts.com","",""
82,"63TIM","","http://www.rent.com/rentals/california/east-bay/hayward/the-timbers/432313/?sp=1&amp;searchrank=1","","http://www.apartments.com/thetimbershayward","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.67&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189570","","http://www.thetimbersamc.com","",""
83,"409WWT","http://www.apartmentguide.com/apartments/California/Lancaster/Woodlands-West-Townhomes/80237/","","","http://www.apartments.com/woodlandswesttownhomes","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.114&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=194966","","http://www.woodlandswesttownhomes.com","",""
84,"112MKT","http://www.apartmentguide.com/apartments/Colorado/Arvada/52nd-Marketplace/30175/","","","http://www.apartments.com/52ndmarketplace","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.77&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189576","","http://www.52ndmarketplaceapts.com","",""
85,"137ASG","","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/aurora/aspen-green/14738/?sp=1&amp;searchrank=1","","http://www.apartments.com/aspengreen","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.129&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=196442","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=125156&amp;complex=Aspen%20Green%20Apartments","http://www.aspengreenapts.com","","http://www.mynewplace.com/apartment/aspen-green-aurora-co-4s06c5566282"
94,"03HWD","http://www.apartmentguide.com/apartments/Utah/Murray/Hunters-Woods/2435/","http://www.rent.com/rentals/utah/salt-lake-city-and-vicinity/murray/hunters-woods-apartments/431656/?sp=1&amp;searchrank=9","http://www.forrent.com/apartment-community-profile/1015313.php","http://www.apartments.com/hunterswoodsmurray","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com24352863CAFF-19f5-45c4-B141-60425f1f72cd23d526d9-A5e0-41d3-865b-37f5404efe38","http://www.apartments.com/search/oasis.dll?page=summary&amp;property=126599.9&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189590&amp;ahls=l_s_2480628_1","","http://www.hunterswoodsapts.net","",""
95,"24WAS","http://www.apartmentguide.com/apartments/Utah/Salt-Lake-City/Wasatch-Club/7732/","http://www.rent.com/rentals/utah/salt-lake-city-and-vicinity/midvale/wasatch-club-apartments/430383/?sp=1&amp;searchrank=4","http://www.forrent.com/apartment-community-profile/1008068.php","http://www.apartments.com/wasatchclub","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com77322863CAFF-19f5-45c4-B141-60425f1f72cd539d1e31-6e64-43ea-A7c9-146f6e48b35B","http://www.apartments.com/search/oasis.dll?page=summary&amp;property=126599.10&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189525&amp;ahls=l_s_2480628_7","","http://www.wasatchclubapts.com","","http://www.mynewplace.com/apartment/wasatch-club-midvale-ut-2l0609125673"
96,"75GPA","http://www.apartmentguide.com/apartments/Utah/Salt-Lake-City/Apartments-on-the-Green/7458/","","http://www.forrent.com/apartment-community-profile/1008000.php","http://www.apartments.com/apartmentsonthegreen","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com74582863CAFF-19f5-45c4-B141-60425f1f72cd51da7cf9-5116-4b76-8001-De36a82ba109","http://www.apartments.com/search/oasis.dll?page=summary&amp;property=126599.32&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189540&amp;ahls=l_s_2480628_3","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=185637&amp;complex=Apartments%20on%20the%20Green%20-Greenpointe%20Apartments","http://www.apartmentsonthegreen.com","",""
97,"04SCO","http://www.apartmentguide.com/apartments/Utah/West-Valley-City/Emerald-Court/9446/","http://www.rent.com/rentals/utah/salt-lake-city-and-vicinity/salt-lake-city/emerald-court-apartments-homes/451384/?sp=1&amp;searchrank=3","http://www.forrent.com/apartment-community-profile/1008265.php","http://www.apartments.com/scottsdaleapts","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com94462863CAFF-19f5-45c4-B141-60425f1f72cd23d526d9-A5e0-41d3-865b-37f5404efe38","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.94&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189595&amp;ahls=l_s_2480628_0","","http://www.emeraldcourtapartments.com/","",""
98,"53RBA","http://www.apartmentguide.com/apartments/Utah/Salt-Lake-City/Riverbend/2419/","http://www.rent.com/rentals/utah/salt-lake-city-and-vicinity/salt-lake-city/central-city/riverbend-apartments/426991/?sp=1&amp;searchrank=9","http://www.forrent.com/apartment-community-profile/1004604.php","http://www.apartments.com/riverbendut","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com24192863CAFF-19f5-45c4-B141-60425f1f72cd51da7cf9-5116-4b76-8001-De36a82ba109","http://www.apartments.com/search/oasis.dll?page=summary&amp;property=126599.85&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189585&amp;ahls=l_s_2480628_6","","http://www.riverbendamc.com","","http://www.mynewplace.com/apartment/riverbend-salt-lake-city-ut-2ex410471516"
99,"02ATH","http://www.apartmentguide.com/apartments/Utah/West-Valley-City/Atherton-Park/16648/","http://www.rent.com/rentals/utah/salt-lake-city-and-vicinity/taylorsville/atherton-park/432586/?sp=1&amp;searchrank=10","http://www.forrent.com/apartment-community-profile/1015403.php","","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com166482863CAFF-19f5-45c4-B141-60425f1f72cd51da7cf9-5116-4b76-8001-De36a82ba109","","","http://www.athertonparkapts.com","",""
100,"74LSA","http://www.apartmentguide.com/apartments/Utah/Salt-Lake-City/City-Park-Apartments/7488/","","http://www.forrent.com/apartment-community-profile/1012564.php","","","","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=185504&amp;complex=City%20Park%20Apartments","http://www.lexingtonsquareapts.com","",""
101,"604PKC","http://www.apartmentguide.com/apartments/Utah/Salt-Lake-City/Park-Capitol/14340/","","http://www.forrent.com/apartment-community-profile/1008016.php","http://www.apartments.com/parkcapitolut","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com143402863CAFF-19f5-45c4-B141-60425f1f72cd51da7cf9-5116-4b76-8001-De36a82ba109","http://www.apartments.com/search/oasis.dll?page=summary&amp;property=126599.106&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=194597&amp;ahls=l_s_2480628_5","","http://www.parkcapitolapts.com","",""
102,"76LMA","http://www.apartmentguide.com/apartments/Utah/Layton/Layton-Meadows/2446/","","http://www.forrent.com/apartment-community-profile/1015355.php","http://www.apartments.com/laytonmeadows","","http://www.apartments.com/search/oasis.dll?page=summary&amp;property=126599.84&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189584&amp;ahls=l_s_2480628_1","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=192375&amp;complex=Layton%20Meadows","http://www.laytonmeadowsapts.com","","http://www.mynewplace.com/apartment/layton-meadows-layton-ut-9v0203992686"
103,"602STW","http://www.apartmentguide.com/apartments/Utah/West-Jordan/Southwillow/2440/","http://www.rent.com/rentals/utah/salt-lake-city-and-vicinity/west-jordan/southwillow/429433/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1008020.php","http://www.apartments.com/southwillow","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com24402863CAFF-19f5-45c4-B141-60425f1f72cd24912cf3-3fe0-4be0-8d02-9339faa0fe89","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.108&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=194692&amp;ahls=l_s_2480628_1","","http://www.southwillowapts.com  ","",""
104,"77LAK","http://www.apartmentguide.com/apartments/Utah/Salt-Lake-City/Miller-Estates/7698/","http://www.rent.com/rentals/utah/salt-lake-city-and-vicinity/salt-lake-city/east-central/miller-estates-apartments/478430/?sp=1&amp;searchrank=7","http://www.forrent.com/apartment-community-profile/1008249.php","http://www.apartments.com/millerestates","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com76982863CAFF-19f5-45c4-B141-60425f1f72cd51da7cf9-5116-4b76-8001-De36a82ba109","http://www.apartments.com/search/oasis.dll?page=summary&amp;property=126599.92&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189593&amp;ahls=l_s_2480628_7","","http://www.millerestatesapts.com","",""
105,"19LEM","http://www.apartmentguide.com/apartments/Utah/Salt-Lake-City/Holladay-Hills/13255/","http://www.rent.com/rentals/utah/salt-lake-city-and-vicinity/salt-lake-city/holladay-on-ninth-apartments/689954/?sp=1&amp;searchrank=10","","","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com166022863CAFF-19f5-45c4-B141-60425f1f72cddeb5dc3a-F603-428a-B1f2-A480a984bd64","","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=192497&amp;complex=Holladay%20on%20Ninth","http://www.holladayonninthapts.com/","",""
106,"40EC1","http://www.apartmentguide.com/apartments/Nevada/Las-Vegas/Eagle-Crest/9681/","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/northwest-las-vegas/eagle-crest/438949/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1010382.php","","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=42468","","http://www.eaglecrestvegas.com","",""
108,"48SWA","http://www.apartmentguide.com/apartments/Nevada/Las-Vegas/Silverwood-Apartments/10490/","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/southeast-las-vegas/silverwood/452185/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1010325.php","http://www.apartments.com/silverwoodnv","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.30&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189538","","http://www.silverwoodapts.com","",""
109,"42EGA","http://www.apartmentguide.com/apartments/Nevada/Las-Vegas/Eastgate/902/","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/east-las-vegas/eastgate/427324/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1010325.php","http://www.apartments.com/eastgateapartments","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.19&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189530","","http://www.eastgatevegas.com","",""
110,"154LOM","http://www.apartmentguide.com/apartments/Nevada/North-Las-Vegas/Loma-Vista/952/","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/north-las-vegas/loma-vista/426813/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/999907362.php","http://www.apartments.com/lomavistanv","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.75&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189574","","http://www.lomavistavegas.com/","","http://www.mynewplace.com/apartment/loma-vista-north-las-vegas-nv-900510050730"
111,"46SPA","http://www.apartmentguide.com/apartments/Nevada/Las-Vegas/Sahara-Palms/845/","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/strip-area/sahara-palms/5447/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1014256.php","http://www.apartments.com/saharapalms","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.14&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189528","","http://www.saharapalmsapts.com/","",""
112,"47POR","http://www.apartmentguide.com/apartments/Nevada/North-Las-Vegas/Portola-Del-Sol/10513/","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/portola-del-sol/21522/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1010343.php","","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=42179","","http://www.portoladelsol.com","",""
137,"25DFT","","","http://www.forrent.com/apartment-community-profile/1015318.php","","","","","","",""
138,"34SUN","","http://www.rent.com/rentals/utah/salt-lake-city-and-vicinity/murray/sunnyvale/503999/?sp=1&amp;searchrank=10","http://www.forrent.com/apartment-community-profile/1008248.php","","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com156462863CAFF-19f5-45c4-B141-60425f1f72cd51da7cf9-5116-4b76-8001-De36a82ba109","","","http://www.sunnyvaleamc.com","",""
139,"70MTN","","","http://www.forrent.com/apartment-community-profile/1008001.php","http://www.apartments.com/mountainshadows","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com24252863CAFF-19f5-45c4-B141-60425f1f72cd23d526d9-A5e0-41d3-865b-37f5404efe38","http://www.apartments.com/search/oasis.dll?page=summary&amp;property=126599.24&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189533&amp;ahls=l_s_2480628_2","","http://www.mountainshadowsapts.com","",""
175,"158LME","","","","","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=42311","","http://www.lakemeadestatesapts.com","",""
176,"15FRE","http://www.apartmentguide.com/apartments/California/Fremont/Fremont-Glen/4222/","http://www.rent.com/rentals/california/east-bay/fremont/fremont-glen/447105/?sp=1&amp;searchrank=1","","","","","","http://www.fremontglenapartments.com","",""
177,"160MVA","","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/east-las-vegas/mountain-vista/458643/?sp=1&amp;searchrank=1","","","","","","http://www.mountainvistaapts.com","",""
178,"162TBA","","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/tierra-bella/933755/?sp=1&amp;searchrank=1","","","","","","http://www.tierrabellaapts.com/","","http://www.mynewplace.com/apartment/tierra-bella-at-lone-mountain-las-vegas-nv-400302848785"
179,"164TVA","","","","","","","","http://www.tierravillasapts.com","","http://www.mynewplace.com/apartment/tierra-villas-at-lone-mountain-las-vegas-nv-40x6p2731592"
180,"17SEA","","","","","","","","","",""
181,"200DSW","http://www.apartmentguide.com/apartments/Arizona/Phoenix/Desert-Wind/1150/","","","","","","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=5665&amp;complex=Desert%20Wind%20Apartments","http://www.desertwindamc.com ","http://www.move.com/apartments/listing/C713584","http://www.mynewplace.com/apartment/desert-wind-apartments-phoenix-az-4s0503974988"
182,"201LPP","http://www.apartmentguide.com/apartments/Arizona/Phoenix/Las-Vistas-At-Papago-Park/16724/","http://www.rent.com/rentals/arizona/phoenix-scottsdale-and-vicinity/phoenix/las-vistas/671977/?sp=1&amp;searchrank=9","","","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com167249E5A2255-3f61-4c89-A1ca-02389d52c1a4fa456e47-Ce55-435e-896d-5443ba17d7a0","","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=10837&amp;complex=Las%20Vistas%20at%20Papago","http://www.lasvistasapts.com","http://www.move.com/apartments/listing/C713583","http://www.mynewplace.com/apartment/las-vistas-phoenix-az-6r0406045955?t=1238007266322"
183,"203SRD","","","","","","","","http://www.sandalridgeapts.com","http://www.move.com/apartments/listing/C713132",""
184,"206BWY","","","","","","","","","",""
185,"28TRA","","","","","","","","","",""
186,"301CHA","http://www.apartmentguide.com/apartments/Florida/Jacksonville/Chase-Oaks/19380/","http://www.rent.com/rentals/florida/jacksonville-and-vicinity/jacksonville/bay-meadows/chase-oaks-apartment-homes/458416/?sp=1&amp;searchrank=1","","http://www.apartments.com/chaseoaks","","","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=189844&amp;complex=Chase%20Oaks","http://www.chaseoaksapartments.com/","http://www.move.com/apartments/listing/C12564",""
187,"302GLA","http://www.apartmentguide.com/apartments/Florida/Jacksonville/The-Glades-Apartments/21568/","http://www.rent.com/rentals/florida/jacksonville-and-vicinity/jacksonville/bay-meadows/the-glades/418887/?sp=1&amp;searchrank=1","","http://www.apartments.com/theglades","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.101&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=193947","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=189788&amp;complex=The%20Glades","http://thegladesapartments.com/index.html","http://www.move.com/apartments/listing/C12564",""
